site,duration,depth,speed,vorticity,Fr
NMZ,370,18.0163,0.555237,-7.74E-04,0.041786169
NMZ,107,18.0113,0.555168,-7.74E-04,0.041786775
NMZ,12,18.0064,0.555093,-7.74E-04,0.041786815
NMZ,217,18.0014,0.555015,-7.74E-04,0.041786745
NMZ,125,18.0014,0.555015,-7.74E-04,0.041786745
NMZ,105,17.9965,0.554942,-7.74E-04,0.041786936
NMZ,170,17.9965,0.554942,-7.74E-04,0.041786936
NMZ,272,17.9916,0.554866,-7.74E-04,0.041786903
NMZ,331,17.9868,0.554791,-7.74E-04,0.041786829
NMZ,487,17.9819,0.554714,-7.74E-04,0.041786722
NMZ,16,17.9771,0.554625,-7.75E-04,0.041785595
NMZ,80,17.9771,0.554625,-7.75E-04,0.041785595
NMZ,432,17.9723,0.554608,-7.75E-04,0.041789893
NMZ,133,17.9628,0.554418,-7.75E-04,0.041786622
NMZ,529,17.958,0.554335,-7.75E-04,0.04178595
NMZ,104,17.9533,0.55427,-7.75E-04,0.041786519
NMZ,466,17.9486,0.554195,-7.75E-04,0.041786334
NMZ,344,17.9439,0.554117,-7.75E-04,0.041785925
NMZ,139,17.9392,0.554039,-7.75E-04,0.041785515
NMZ,358,17.9299,0.553874,-7.76E-04,0.041783903
NMZ,230,17.9253,0.553813,-7.76E-04,0.041784662
NMZ,69,17.9253,0.553813,-7.76E-04,0.041784662
NMZ,144,17.9206,0.55376,-7.76E-04,0.041786142
NMZ,171,17.9206,0.55376,-7.76E-04,0.041786142
NMZ,26,17.916,0.553679,-7.76E-04,0.041785393
NMZ,214,17.9114,0.553593,-7.76E-04,0.041784267
NMZ,23,17.8975,0.553316,-7.76E-04,0.041779574
NMZ,13,17.8928,0.553188,-7.76E-04,0.041775394
NMZ,120,17.8928,0.553188,-7.76E-04,0.041775394
NMZ,358,17.8881,0.553063,-7.76E-04,0.041771441
NMZ,42,17.8834,0.552942,-7.76E-04,0.04176779
NMZ,270,17.8834,0.552942,-7.76E-04,0.04176779
NMZ,107,17.8787,0.552826,-7.76E-04,0.041764516
NMZ,180,17.8787,0.552826,-7.76E-04,0.041764516
NMZ,87,17.8739,0.552718,-7.76E-04,0.041761963
NMZ,377,17.8691,0.552589,-7.77E-04,0.041757824
NMZ,238,17.8643,0.552453,-7.77E-04,0.041753155
NMZ,117,17.8596,0.55232,-7.77E-04,0.041748595
NMZ,213,17.8548,0.552185,-7.77E-04,0.041744001
NMZ,109,17.8548,0.552185,-7.77E-04,0.041744001
NMZ,473,17.85,0.552057,-7.77E-04,0.041739935
NMZ,165,17.8452,0.551939,-7.77E-04,0.041736626
NMZ,271,17.8404,0.55182,-7.77E-04,0.04173324
NMZ,139,17.8308,0.551548,-7.77E-04,0.041723897
NMZ,69,17.826,0.551412,-7.77E-04,0.041719224
NMZ,474,17.8212,0.551271,-7.77E-04,0.041714173
NMZ,195,17.8116,0.551015,-7.77E-04,0.041706036
NMZ,311,17.8068,0.550879,-7.77E-04,0.041701362
NMZ,115,17.6876,0.547535,-7.78E-04,0.041587651
NMZ,153,17.6731,0.547147,-7.78E-04,0.041575226
NMZ,99,17.6506,0.546874,-7.78E-04,0.041580959
NMZ,95,17.2848,0.541477,-7.86E-04,0.041603972
NMZ,6,17.2009,0.538041,-7.85E-04,0.041440668
NMZ,142,17.1852,0.537516,-7.85E-04,0.041419139
NMZ,14,17.1815,0.537473,-7.85E-04,0.041420284
NMZ,92,17.1707,0.53738,-7.85E-04,0.041426139
NMZ,516,17.1672,0.537347,-7.85E-04,0.041427818
NMZ,315,17.1603,0.537295,-7.85E-04,0.041432136
NMZ,169,17.157,0.53726,-7.85E-04,0.041433421
NMZ,60,17.1503,0.53719,-7.86E-04,0.041436114
NMZ,128,17.1503,0.53719,-7.86E-04,0.041436114
NMZ,159,17.1375,0.537053,-7.86E-04,0.041441014
NMZ,166,17.1222,0.536902,-7.86E-04,0.041447868
NMZ,117,17.1192,0.536864,-7.86E-04,0.041448566
NMZ,41,17.1162,0.536826,-7.86E-04,0.041449264
NMZ,243,17.1133,0.536785,-7.86E-04,0.04144961
NMZ,325,17.1104,0.536748,-7.86E-04,0.041450265
NMZ,108,17.1075,0.536713,-7.87E-04,0.041451075
NMZ,469,17.1046,0.536676,-7.87E-04,0.041451731
NMZ,496,17.1018,0.536636,-7.87E-04,0.041452035
NMZ,212,17.099,0.536602,-7.87E-04,0.041452802
NMZ,243,17.0962,0.536563,-7.87E-04,0.041453183
NMZ,148,17.0907,0.536486,-7.87E-04,0.041453903
NMZ,37,17.0907,0.536486,-7.87E-04,0.041453903
NMZ,258,17.088,0.536443,-7.87E-04,0.041453855
NMZ,26,17.0853,0.536404,-7.87E-04,0.041454117
NMZ,235,17.0826,0.536368,-7.87E-04,0.04145461
NMZ,107,17.0773,0.536292,-7.87E-04,0.041455168
NMZ,305,17.0747,0.536254,-7.87E-04,0.041455386
NMZ,119,17.0641,0.536126,-7.87E-04,0.041458362
NMZ,18,17.0615,0.536083,-7.87E-04,0.041458195
NMZ,115,17.0615,0.536083,-7.87E-04,0.041458195
NMZ,280,17.059,0.536038,-7.88E-04,0.041457753
NMZ,127,17.0539,0.53596,-7.88E-04,0.041457918
NMZ,103,17.0514,0.535919,-7.88E-04,0.041457785
NMZ,297,17.0514,0.535919,-7.88E-04,0.041457785
NMZ,375,17.0353,0.535984,-7.88E-04,0.041482402
NMZ,54,17.0332,0.536016,-7.88E-04,0.041487436
NMZ,72,17.0232,0.536223,-7.89E-04,0.041515646
NMZ,382,17.0091,0.536468,-7.90E-04,0.041551826
NMZ,95,17.0075,0.536499,-7.90E-04,0.041556182
NMZ,129,17.0059,0.536528,-7.90E-04,0.041560383
NMZ,191,17.0044,0.536546,-7.90E-04,0.041563611
NMZ,140,17.0028,0.536596,-7.90E-04,0.04156944
NMZ,311,16.9983,0.536688,-7.91E-04,0.04158207
NMZ,204,16.9969,0.536691,-7.91E-04,0.041584015
NMZ,8,16.9969,0.536691,-7.91E-04,0.041584015
NMZ,204,16.9954,0.536726,-7.91E-04,0.041588562
NMZ,121,16.994,0.536757,-7.91E-04,0.041592677
NMZ,42,16.994,0.536757,-7.91E-04,0.041592677
NMZ,134,16.9711,0.537234,-7.93E-04,0.041657716
NMZ,175,16.9697,0.537116,-7.93E-04,0.041650284
NMZ,273,16.9649,0.536696,-7.92E-04,0.041623603
NMZ,275,16.9632,0.536553,-7.92E-04,0.041614597
NMZ,26,16.9614,0.536402,-7.92E-04,0.041605094
NMZ,393,16.9595,0.53625,-7.92E-04,0.041595634
NMZ,225,16.9575,0.53611,-7.92E-04,0.041587226
NMZ,134,16.9555,0.535952,-7.91E-04,0.041577422
NMZ,300,16.933,0.534383,-7.90E-04,0.041483237
NMZ,108,16.9305,0.534231,-7.90E-04,0.0414745
NMZ,382,16.9281,0.534075,-7.90E-04,0.041465328
NMZ,331,16.9256,0.533919,-7.90E-04,0.041456277
NMZ,298,16.923,0.533764,-7.89E-04,0.041447426
NMZ,169,16.9178,0.533467,-7.89E-04,0.041430729
NMZ,84,16.9152,0.533317,-7.89E-04,0.041422263
NMZ,41,16.9152,0.533317,-7.89E-04,0.041422263
NMZ,217,16.9125,0.533164,-7.89E-04,0.041413685
NMZ,59,16.9098,0.533008,-7.89E-04,0.041404873
NMZ,437,16.9071,0.532852,-7.89E-04,0.041396059
NMZ,189,16.9044,0.532698,-7.89E-04,0.0413874
NMZ,83,16.8961,0.53224,-7.88E-04,0.041361972
NMZ,100,16.8932,0.532092,-7.88E-04,0.04135402
NMZ,185,16.8874,0.531827,-7.88E-04,0.041340521
NMZ,196,16.8845,0.531679,-7.88E-04,0.041332566
NMZ,21,16.8815,0.531521,-7.88E-04,0.041323954
NMZ,99,16.8786,0.531371,-7.87E-04,0.041315841
NMZ,66,16.8756,0.531216,-7.87E-04,0.041307461
NMZ,74,16.8756,0.531216,-7.87E-04,0.041307461
NMZ,166,16.8726,0.531065,-7.87E-04,0.04129939
NMZ,308,16.8665,0.530765,-7.87E-04,0.041283523
NMZ,12,16.8604,0.530462,-7.87E-04,0.041267419
NMZ,41,16.8604,0.530462,-7.87E-04,0.041267419
NMZ,58,16.8573,0.53029,-7.87E-04,0.041257831
NMZ,97,16.8543,0.530139,-7.87E-04,0.041249753
NMZ,119,16.8512,0.529991,-7.86E-04,0.041242031
NMZ,153,16.8476,0.529616,-7.86E-04,0.041217252
NMZ,57,16.8476,0.529616,-7.86E-04,0.041217252
NMZ,492,16.8437,0.529221,-7.86E-04,0.04119128
NMZ,108,16.8397,0.528804,-7.85E-04,0.041163711
NMZ,84,16.8355,0.528382,-7.85E-04,0.041135991
NMZ,235,16.8312,0.527973,-7.84E-04,0.0411094
NMZ,80,16.8267,0.527559,-7.84E-04,0.041082657
NMZ,7,16.8221,0.527127,-7.83E-04,0.041054628
NMZ,80,16.8125,0.52627,-7.82E-04,0.040999582
NMZ,189,16.8075,0.525846,-7.82E-04,0.040972643
NMZ,84,16.8025,0.525357,-7.81E-04,0.040940631
NMZ,382,16.7974,0.524941,-7.81E-04,0.040914422
NMZ,130,16.7921,0.524546,-7.80E-04,0.040890087
NMZ,146,16.7867,0.524156,-7.80E-04,0.040866257
NMZ,12,16.7867,0.524156,-7.80E-04,0.040866257
NMZ,273,16.7756,0.52331,-7.79E-04,0.040813794
NMZ,47,16.7756,0.52331,-7.79E-04,0.040813794
NMZ,123,16.7641,0.522513,-7.78E-04,0.04076561
NMZ,233,16.7461,0.521246,-7.77E-04,0.04068861
NMZ,136,16.7208,0.519704,-7.76E-04,0.040598921
NMZ,71,16.7142,0.519297,-7.75E-04,0.040575135
NMZ,114,16.7142,0.519297,-7.75E-04,0.040575135
NMZ,178,16.7076,0.518896,-7.75E-04,0.040551811
NMZ,62,16.7006,0.518627,-7.75E-04,0.040539282
NMZ,176,16.6937,0.518212,-7.74E-04,0.040515213
NMZ,39,16.6866,0.517763,-7.74E-04,0.04048872
NMZ,113,16.6796,0.517315,-7.74E-04,0.040462174
NMZ,19,16.6796,0.517315,-7.74E-04,0.040462174
NMZ,69,16.6654,0.516476,-7.73E-04,0.040413758
NMZ,217,16.6582,0.516068,-7.72E-04,0.040390558
NMZ,80,16.651,0.515671,-7.72E-04,0.040368212
NMZ,435,16.629,0.514454,-7.71E-04,0.040299573
NMZ,39,16.6065,0.513218,-7.70E-04,0.040229977
NMZ,364,16.5913,0.512394,-7.69E-04,0.04018378
NMZ,216,16.5837,0.512,-7.69E-04,0.040162081
NMZ,20,16.5837,0.512,-7.69E-04,0.040162081
NMZ,62,16.5605,0.510782,-7.68E-04,0.040094594
NMZ,461,16.5527,0.510383,-7.67E-04,0.040072712
NMZ,11,16.5451,0.510132,-7.67E-04,0.040062203
NMZ,54,16.5085,0.509001,-7.67E-04,0.040017669
NMZ,111,16.5085,0.509001,-7.67E-04,0.040017669
NMZ,149,16.5013,0.508787,-7.67E-04,0.04000957
NMZ,96,16.4941,0.508579,-7.67E-04,0.040001942
NMZ,187,16.4941,0.508579,-7.67E-04,0.040001942
NMZ,17,16.4869,0.508358,-7.66E-04,0.039993289
NMZ,165,16.4869,0.508358,-7.66E-04,0.039993289
NMZ,61,16.4655,0.507731,-7.66E-04,0.039969911
NMZ,200,16.4655,0.507731,-7.66E-04,0.039969911
NMZ,352,16.4584,0.507535,-7.66E-04,0.039963098
NMZ,420,16.4443,0.507115,-7.66E-04,0.039947143
NMZ,165,16.4372,0.506894,-7.66E-04,0.039938357
NMZ,76,16.4232,0.506491,-7.66E-04,0.03992361
NMZ,23,16.4092,0.506061,-7.65E-04,0.039906729
NMZ,165,16.4092,0.506061,-7.65E-04,0.039906729
NMZ,32,16.4022,0.505848,-7.65E-04,0.039898443
NMZ,172,16.3952,0.505647,-7.65E-04,0.039891102
NMZ,160,16.3883,0.505438,-7.65E-04,0.039883007
NMZ,211,16.3813,0.505216,-7.65E-04,0.039874007
NMZ,124,16.3744,0.505002,-7.65E-04,0.039865514
NMZ,456,16.3674,0.504812,-7.65E-04,0.039859035
NMZ,120,16.3605,0.50462,-7.65E-04,0.039852277
NMZ,374,16.3465,0.504187,-7.65E-04,0.039835128
NMZ,195,16.3395,0.50401,-7.64E-04,0.039829672
NMZ,24,16.3255,0.503565,-7.64E-04,0.039811565
NMZ,14,16.3186,0.503339,-7.64E-04,0.03980211
NMZ,138,16.3117,0.503126,-7.64E-04,0.039793681
NMZ,144,16.2561,0.501419,-7.63E-04,0.039726433
NMZ,137,16.2215,0.500356,-7.62E-04,0.039684469
NMZ,118,16.2146,0.500115,-7.62E-04,0.039673793
NMZ,134,16.2007,0.499675,-7.62E-04,0.039655889
NMZ,239,15.8558,0.487049,-7.51E-04,0.039071991
NMZ,59,15.7642,0.483822,-7.49E-04,0.038925716
NMZ,255,15.5227,0.475947,-7.41E-04,0.038588858
NMZ,446,15.3767,0.472438,-7.38E-04,0.038485773
NMZ,22,15.2204,0.468836,-7.34E-04,0.038387947
NMZ,96,15.1673,0.469056,-7.36E-04,0.03847313
NMZ,154,15.1348,0.469262,-7.36E-04,0.038531331
NMZ,122,15.1142,0.469376,-7.37E-04,0.038566947
NMZ,112,15.1041,0.469499,-7.37E-04,0.038589949
NMZ,106,15.0648,0.467894,-7.48E-04,0.038508159
NMZ,412,14.9752,0.468502,-7.50E-04,0.038673377
NMZ,4,7.46561,0.428444,-0.0014104,0.050089694
NMZ,474,7.49369,0.434633,-0.0014236,0.050717962
NMZ,539,7.71419,0.437824,-0.0013716,0.050354856
NMZ,499,7.71386,0.437793,-0.0013716,0.050352368
NMZ,526,7.71182,0.437213,-0.0013704,0.05029231
NMZ,582,7.24557,0.423394,-0.0014492,0.050245293
NMZ,17,7.23611,0.423265,-0.0014511,0.050262807
NMZ,13,7.22623,0.423192,-0.0014531,0.050288481
NMZ,242,7.2238,0.423171,-0.0014537,0.050294443
NMZ,556,7.21078,0.423036,-0.0014542,0.05032377
NMZ,302,7.18186,0.421121,-0.0014546,0.050196726
NMZ,595,7.18104,0.42107,-0.0014547,0.050193513
NMZ,8,7.18104,0.42107,-0.0014547,0.050193513
NMZ,584,7.17179,0.420849,-0.0014557,0.05019951
NMZ,499,7.17116,0.42084,-0.0014558,0.050200642
NMZ,227,7.1529,0.421158,-0.0014614,0.050302659
NMZ,554,7.15256,0.421551,-0.0014628,0.050350795
NMZ,44,7.12884,0.419772,-0.0014621,0.050221652
NMZ,436,7.12113,0.415638,-0.0014398,0.049753971
NMZ,6,7.18242,0.423805,-0.0014637,0.050514684
NMZ,17,7.18222,0.423763,-0.0014637,0.050510381
NMZ,4,7.16844,0.422242,-0.0014614,0.050377437
NMZ,19,7.16212,0.421649,-0.0014608,0.050328877
NMZ,48,7.16165,0.421607,-0.0014609,0.050325515
NMZ,50,7.15595,0.421131,-0.0014605,0.050288713
NMZ,12,7.15205,0.42096,-0.0014608,0.050281997
NMZ,263,7.15176,0.420946,-0.0014609,0.050281345
NMZ,557,7.15147,0.420933,-0.0014609,0.050280811
NMZ,130,7.14587,0.420726,-0.0014614,0.050275773
NMZ,5,7.14555,0.420711,-0.0014616,0.050275106
NMZ,319,7.15479,0.422197,-0.0014644,0.050420095
NMZ,133,7.15526,0.422241,-0.0014644,0.050423693
NMZ,441,7.16768,0.422732,-0.0014632,0.050438572
NMZ,193,7.17082,0.422702,-0.0014625,0.050423949
NMZ,518,7.16157,0.42104,-0.0014588,0.050258115
NMZ,318,7.15114,0.42133,-0.0014623,0.050329394
NMZ,8,7.15681,0.422156,-0.0014638,0.050408083
NMZ,158,7.15927,0.422615,-0.0014649,0.05045422
NMZ,564,7.15967,0.422673,-0.001465,0.050459735
NMZ,572,7.16009,0.422732,-0.001465,0.050465298
NMZ,144,7.16053,0.422791,-0.0014652,0.050470791
NMZ,275,7.16053,0.422791,-0.0014652,0.050470791
NMZ,154,7.16053,0.422791,-0.0014652,0.050470791
NMZ,471,7.16099,0.422852,-0.0014653,0.050476452
NMZ,150,7.16147,0.422914,-0.0014654,0.050482161
NMZ,72,7.17123,0.423929,-0.0014665,0.050568872
NMZ,141,7.17195,0.423993,-0.0014667,0.050573967
NMZ,573,7.17492,0.42424,-0.0014668,0.050592955
NMZ,573,7.1757,0.424307,-0.0014669,0.050598195
NMZ,94,7.17647,0.42436,-0.0014669,0.0506018
NMZ,544,7.20577,0.425296,-0.0014634,0.050610201
NMZ,68,7.20877,0.42534,-0.0014627,0.050604904
NMZ,20,7.20877,0.42534,-0.0014627,0.050604904
NMZ,511,7.20918,0.425347,-0.0014627,0.050604298
NMZ,581,7.20959,0.425353,-0.0014625,0.050603573
NMZ,593,7.21074,0.425344,-0.0014623,0.050598467
NMZ,596,7.21105,0.425323,-0.0014621,0.050594881
NMZ,586,7.21221,0.425131,-0.0014611,0.050567974
NMZ,52,7.21246,0.425007,-0.0014607,0.050552349
NMZ,300,7.21246,0.425007,-0.0014607,0.050552349
NMZ,179,7.21189,0.424447,-0.0014589,0.050487735
NMZ,137,7.20482,0.423076,-0.0014558,0.05034934
NMZ,135,7.20482,0.423076,-0.0014558,0.05034934
NMZ,553,7.20439,0.423009,-0.0014557,0.050342869
NMZ,100,7.19976,0.422371,-0.0014547,0.0502831
NMZ,426,7.19916,0.4223,-0.0014545,0.050276742
NMZ,570,7.19012,0.421382,-0.0014536,0.050198978
NMZ,240,7.18934,0.421312,-0.0014535,0.050193361
NMZ,87,7.17548,0.420422,-0.0014535,0.050135681
NMZ,48,7.14721,0.420886,-0.0014618,0.050290178
NMZ,2,7.1465,0.420988,-0.0014621,0.050304864
NMZ,100,7.14597,0.421071,-0.0014627,0.050316648
NMZ,243,7.14548,0.421151,-0.001463,0.050327933
NMZ,2,7.14536,0.421171,-0.0014632,0.050330746
NMZ,324,7.14513,0.421211,-0.0014634,0.050336336
NMZ,462,7.14502,0.421231,-0.0014635,0.050339113
NMZ,467,7.14491,0.421251,-0.0014634,0.050341891
NMZ,221,7.14248,0.421684,-0.0014656,0.050402209
NMZ,52,7.14248,0.421684,-0.0014656,0.050402209
NMZ,6,7.14129,0.421813,-0.0014664,0.050421828
NMZ,579,7.14019,0.421987,-0.0014673,0.050446513
NMZ,11,7.14125,0.422454,-0.0014686,0.050498592
NMZ,597,7.14199,0.422604,-0.001469,0.050513905
NMZ,10,7.13836,0.422106,-0.0014682,0.050467206
NMZ,132,7.13595,0.421844,-0.0014677,0.050444398
NMZ,2,7.13388,0.421637,-0.0014675,0.050426959
NMZ,432,7.11679,0.414992,-0.001439,0.049691787
NMZ,416,7.11561,0.414999,-0.0014393,0.049696745
NMZ,140,7.11497,0.415011,-0.0014395,0.049700417
NMZ,206,7.11477,0.415015,-0.0014395,0.049701595
NMZ,365,7.11062,0.41563,-0.0014429,0.049789769
NMZ,6,7.11064,0.415619,-0.001443,0.049788382
NMZ,4,7.11064,0.415619,-0.001443,0.049788382
LS,146,10.4017,0.617889,1.19E-04,0.061199132
LS,77,10.2166,0.616257,9.66E-05,0.061587934
LS,100,10.2426,0.627389,1.02E-04,0.062620821
LS,15,10.3152,0.61754,1.08E-04,0.061420483
LS,461,10.3585,0.629851,1.16E-04,0.062513865
LS,260,10.3614,0.626618,1.16E-04,0.06218428
LS,27,10.3608,0.626306,1.15E-04,0.062155117
LS,201,10.3802,0.631069,1.18E-04,0.06256925
LS,425,10.4044,0.634122,1.22E-04,0.062798788
LS,252,10.4889,0.641999,1.34E-04,0.06332225
LS,25,10.4946,0.642809,1.35E-04,0.063384923
LS,15,10.5921,0.653065,1.50E-04,0.06409916
LS,75,10.6001,0.653715,1.51E-04,0.064138741
LS,225,10.6041,0.654055,1.51E-04,0.064159996
LS,141,10.6041,0.654055,1.51E-04,0.064159996
LS,235,10.6165,0.655329,1.53E-04,0.064247416
LS,123,10.6534,0.660893,1.59E-04,0.064680594
LS,510,10.6646,0.662318,1.61E-04,0.06478601
LS,301,10.6831,0.664735,1.63E-04,0.06496611
LS,12,11.5383,0.703031,2.73E-04,0.066113557
LS,521,11.6337,0.703572,2.77E-04,0.06589259
LS,160,11.6371,0.703779,2.78E-04,0.065902347
LS,203,11.6371,0.703779,2.78E-04,0.065902347
LS,76,11.7766,0.712421,2.92E-04,0.066315296
LS,3,11.8612,0.718413,2.96E-04,0.066634145
LS,87,11.8764,0.71871,2.97E-04,0.06661902
LS,302,11.9371,0.720168,3.00E-04,0.066584228
LS,17,12.0479,0.714296,3.04E-04,0.065736943
LS,119,12.0502,0.713583,3.03E-04,0.065665058
LS,38,12.052,0.712787,3.03E-04,0.06558691
LS,82,12.0522,0.712677,3.03E-04,0.065576244
LS,17,12.0532,0.711303,3.03E-04,0.065447102
LS,177,12.0507,0.709282,3.02E-04,0.065267919
LS,150,12.0214,0.704016,2.98E-04,0.064862244
LS,81,12.0781,0.718387,3.06E-04,0.066030733
LS,2,12.3514,0.739276,3.11E-04,0.067194771
LS,33,12.5452,0.741672,2.99E-04,0.066889824
LS,139,12.5537,0.741743,2.99E-04,0.066873576
LS,15,12.5618,0.741577,2.99E-04,0.066837051
LS,123,13.014,0.773184,3.15E-04,0.068464339
LS,119,13.3321,0.78181,2.95E-04,0.068397291
LS,57,13.1773,0.732719,3.00E-04,0.064477947
LS,3,12.9479,0.717461,2.94E-04,0.063692104
LS,452,11.9079,0.68442,2.86E-04,0.063356629
LS,571,11.9291,0.689598,2.89E-04,0.063779207
LS,121,11.9638,0.695008,2.92E-04,0.064186278
LS,77,11.9656,0.695231,2.93E-04,0.064202043
LS,2,11.9731,0.696107,2.93E-04,0.064262802
LS,61,11.975,0.696324,2.93E-04,0.064277735
LS,2,11.9769,0.696542,2.94E-04,0.064292758
LS,35,12.0399,0.706375,3.00E-04,0.065029564
LS,9,12.1745,0.721027,3.12E-04,0.066010485
LS,189,12.2544,0.724059,3.16E-04,0.06607161
LS,141,12.2893,0.725729,3.10E-04,0.0661299
LS,469,12.296,0.695321,2.98E-04,0.063341797
LS,334,12.2955,0.695238,2.98E-04,0.063335524
LS,8,12.288,0.699099,2.99E-04,0.06370669
LS,133,12.5133,0.726977,2.93E-04,0.065648031
LS,287,12.8914,0.73051,2.98E-04,0.064992476
LS,171,12.8934,0.730026,2.98E-04,0.064944378
LS,49,12.8939,0.729915,2.98E-04,0.064933244
LS,116,12.8943,0.729799,2.98E-04,0.064921918
LS,125,12.8947,0.729684,2.98E-04,0.064910681
LS,71,12.8951,0.72957,2.98E-04,0.064899533
LS,237,12.8953,0.728535,2.98E-04,0.064806961
LS,502,12.8951,0.72818,2.98E-04,0.064775884
LS,560,12.8949,0.727816,2.97E-04,0.064744007
LS,10,12.8946,0.727454,2.97E-04,0.064712557
LS,158,12.5536,0.689243,2.80E-04,0.062140563
LS,2,22.8699,1.09152,1.94E-04,0.072909904
LS,291,22.7114,1.07888,1.92E-04,0.072316625
LS,222,22.685,1.0765,1.92E-04,0.07219907
LS,28,22.6909,1.08824,1.94E-04,0.072976963
LS,1,22.8537,1.14464,2.02E-04,0.076485237
LS,1,23.0537,1.1842,2.08E-04,0.078784666
LS,143,12.2907,0.680681,2.92E-04,0.062021502
LS,6,12.1042,0.692444,2.98E-04,0.063577519
LS,16,11.977,0.688937,2.91E-04,0.06359053
LS,97,10.2139,0.613048,9.58E-05,0.061275328
LS,6,10.213,0.612975,9.58E-05,0.061270731
LS,46,10.1864,0.610753,9.22E-05,0.061128285
LS,58,10.1835,0.610513,9.17E-05,0.061112964
LS,61,10.0883,0.605918,7.86E-05,0.060938509
LS,348,10.0802,0.606898,7.76E-05,0.061061588
LS,9,10.0926,0.612514,8.00E-05,0.061588759
LS,32,10.0989,0.613636,8.11E-05,0.061682328
LS,48,10.1371,0.61791,8.65E-05,0.061994808
LS,122,10.1519,0.619987,8.87E-05,0.062157835
LS,139,10.1853,0.623422,9.37E-05,0.062399653
LS,28,10.1955,0.624293,9.52E-05,0.062455568
LS,74,10.1973,0.624437,9.55E-05,0.06246446
LS,34,10.2242,0.626572,9.91E-05,0.062595524
LS,107,10.3261,0.621895,1.10E-04,0.061820977
LS,94,10.3232,0.621961,1.10E-04,0.061836222
LS,73,10.3236,0.621911,1.10E-04,0.061830053
LS,29,10.3248,0.621817,1.10E-04,0.061817115
LS,539,10.3263,0.621705,1.10E-04,0.061801491
LS,136,10.3302,0.621277,1.11E-04,0.061747286
LS,52,10.3298,0.620379,1.11E-04,0.06165923
LS,114,10.3288,0.619734,1.10E-04,0.061598105
LS,214,10.3281,0.61942,1.10E-04,0.061568981
LS,597,10.3278,0.619317,1.10E-04,0.061559638
LS,582,10.3276,0.619215,1.10E-04,0.061550095
LS,590,10.3273,0.619112,1.10E-04,0.06154075
LS,583,10.327,0.619011,1.10E-04,0.061531605
LS,287,10.3267,0.61891,1.10E-04,0.061522458
LS,589,10.3264,0.61881,1.10E-04,0.061513412
LS,7,10.323,0.61793,1.09E-04,0.061436049
LS,62,10.2639,0.609042,1.02E-04,0.060726465
LS,86,10.2428,0.60662,9.87E-05,0.060547239
LS,186,10.2052,0.603113,9.33E-05,0.060307995
LS,89,10.1872,0.601672,9.11E-05,0.060217032
LS,167,10.1805,0.601161,9.01E-05,0.060185685
LS,329,10.1788,0.601035,8.98E-05,0.060178095
LS,143,10.1284,0.597877,8.30E-05,0.060010658
LS,83,10.1062,0.597348,8.01E-05,0.060023378
LS,202,10.0854,0.596785,7.72E-05,0.060028611
LS,23,10.0646,0.597762,7.41E-05,0.060188983
LS,171,10.0608,0.603933,7.44E-05,0.060821828
LS,75,10.0608,0.604388,7.44E-05,0.06086765
LS,82,10.061,0.60517,7.45E-05,0.060945799
LS,167,10.0614,0.605592,7.47E-05,0.060987086
LS,78,10.0624,0.606233,7.49E-05,0.061048605
LS,132,10.0628,0.606412,7.48E-05,0.061065417
LS,24,10.0634,0.606679,7.50E-05,0.061090483
LS,76,10.0637,0.606811,7.50E-05,0.061102864
LS,39,10.0638,0.606855,7.50E-05,0.061106991
LS,201,10.0659,0.607705,7.54E-05,0.061186198
LS,100,10.0668,0.608521,7.57E-05,0.061265617
LS,26,10.0669,0.608743,7.57E-05,0.061287664
LS,33,10.067,0.608775,7.56E-05,0.061290581
LS,233,10.0671,0.608816,7.58E-05,0.061294404
LS,87,10.0672,0.608857,7.58E-05,0.061298228
LS,215,10.0673,0.608867,7.58E-05,0.06129893
LS,123,10.0673,0.608795,7.58E-05,0.061291681
LS,67,10.0658,0.608381,7.54E-05,0.061254564
LS,344,10.0339,0.603735,7.04E-05,0.060883335
LS,59,10.029,0.603296,6.98E-05,0.060853925
LS,24,10.0272,0.603127,6.95E-05,0.060842338
LS,162,10.0048,0.601323,6.63E-05,0.060728223
LS,43,10.0007,0.601011,6.56E-05,0.060709154
LS,59,9.98951,0.600095,6.39E-05,0.060650569
LS,78,9.9561,0.599126,5.87E-05,0.060654148
LS,148,9.94632,0.598316,5.73E-05,0.060601917
LS,24,9.94131,0.597892,5.65E-05,0.060574229
LS,2,9.93601,0.597479,5.58E-05,0.060548529
LS,40,9.93174,0.597163,5.51E-05,0.060529513
LS,20,9.9305,0.597074,5.51E-05,0.060524271
LS,6,9.92862,0.596939,5.48E-05,0.060516315
LS,144,9.92799,0.596894,5.46E-05,0.060513672
LS,30,9.92185,0.596539,5.37E-05,0.060496392
LS,31,9.91579,0.596198,5.29E-05,0.060480283
LS,40,9.91159,0.595957,5.22E-05,0.060468643
LS,110,9.91039,0.595888,5.21E-05,0.060465302
LS,258,9.90919,0.59582,5.19E-05,0.060462063
LS,20,9.90739,0.595717,5.16E-05,0.060457102
LS,378,9.90256,0.595442,5.09E-05,0.060443929
LS,32,9.88907,0.597264,4.92E-05,0.060670221
LS,104,9.88907,0.597264,4.92E-05,0.060670221
LS,37,9.87526,0.596547,4.72E-05,0.060639744
LS,27,9.87505,0.596544,4.72E-05,0.060640084
